,timestamp,turbine_id,sensor,rpm,kw,measurement,dF,fft.tracked.HSS1_28Hz.max,fft.tracked.HSS2_56Hz.max,fft.tracked.HSS3_84Hz.max,fft.tracked.random1_40Hz.max,fft.tracked.random2_80Hz.max
114,2016-01-14 17:20:04,T001,SENSOR 6,1672,1645,fft_4000,1.25,0.096309856,0.108348586,0.072232395,0.09029049,0.072232395
115,2016-01-14 17:20:04,T001,SENSOR 6,1672,1645,fft_100,0.125,0.072232395,0.06621303,0.06621303,0.084271125,0.048154928
116,2016-01-14 17:20:04,T001,SENSOR 6,1672,1645,fft_400,0.5,0.07825176,0.060193658,0.06621303,0.07825176,0.07825176
117,2016-01-14 18:29:01,T001,SENSOR 6,1676,1476,fft_4000,1.25,0.09029049,0.072232395,0.072232395,0.09029049,0.072232395
118,2016-01-14 18:29:01,T001,SENSOR 6,1676,1476,fft_100,0.125,0.072232395,0.060193658,0.048154928,0.06621303,0.048154928
119,2016-01-14 18:29:01,T001,SENSOR 6,1676,1476,fft_400,0.5,0.06621303,0.072232395,0.060193658,0.084271125,0.048154928
120,2016-01-14 18:38:03,T001,SENSOR 6,1690,1462,fft_4000,1.25,0.096309856,0.084271125,0.06621303,0.072232395,0.06621303
121,2016-01-14 18:38:03,T001,SENSOR 6,1690,1462,fft_100,0.125,0.102329224,0.096309856,0.084271125,0.084271125,0.084271125
122,2016-01-14 18:38:03,T001,SENSOR 6,1690,1462,fft_400,0.5,0.09029049,0.06621303,0.054174293,0.096309856,0.054174293
123,2016-01-15 17:50:05,T001,SENSOR 6,1673,1450,fft_4000,1.25,0.096309856,0.084271125,0.06621303,0.09029049,0.072232395
124,2016-01-15 17:50:05,T001,SENSOR 6,1673,1450,fft_100,0.125,0.096309856,0.09029049,0.06621303,0.084271125,0.072232395
125,2016-01-15 17:50:05,T001,SENSOR 6,1673,1450,fft_400,0.5,0.096309856,0.07825176,0.054174293,0.06621303,0.072232395
126,2016-01-15 18:16:02,T001,SENSOR 6,1672,1577,fft_4000,1.25,0.108348586,0.09029049,0.072232395,0.072232395,0.072232395
127,2016-01-15 18:16:02,T001,SENSOR 6,1672,1577,fft_100,0.125,0.072232395,0.072232395,0.06621303,0.09029049,0.084271125
128,2016-01-15 18:16:02,T001,SENSOR 6,1672,1577,fft_400,0.5,0.09029049,0.060193658,0.084271125,0.060193658,0.06621303
129,2016-01-15 22:49:04,T001,SENSOR 6,1669,1372,fft_4000,1.25,0.108348586,0.096309856,0.072232395,0.09029049,0.06621303
130,2016-01-15 22:49:04,T001,SENSOR 6,1669,1372,fft_100,0.125,0.072232395,0.06621303,0.072232395,0.06621303,0.048154928
131,2016-01-15 22:49:04,T001,SENSOR 6,1669,1372,fft_400,0.5,0.084271125,0.06621303,0.072232395,0.06621303,0.072232395
132,2016-01-17 16:16:05,T001,SENSOR 6,1675,1446,fft_4000,1.25,0.09029049,0.096309856,0.072232395,0.096309856,0.06621303
133,2016-01-17 16:16:05,T001,SENSOR 6,1675,1446,fft_100,0.125,0.102329224,0.072232395,0.072232395,0.09029049,0.072232395
134,2016-01-17 16:16:05,T001,SENSOR 6,1675,1446,fft_400,0.5,0.09029049,0.060193658,0.084271125,0.09029049,0.084271125
135,2016-01-19 20:44:01,T001,SENSOR 6,1684,1366,fft_4000,1.25,0.102329224,0.108348586,0.072232395,0.09029049,0.06621303
136,2016-01-19 20:44:01,T001,SENSOR 6,1684,1366,fft_100,0.125,0.072232395,0.06621303,0.048154928,0.06621303,0.060193658
137,2016-01-19 20:44:01,T001,SENSOR 6,1684,1366,fft_400,0.5,0.108348586,0.07825176,0.06621303,0.096309856,0.084271125
138,2016-01-19 20:57:03,T001,SENSOR 6,1684,1473,fft_4000,1.25,0.09029049,0.096309856,0.072232395,0.072232395,0.072232395
139,2016-01-19 20:57:03,T001,SENSOR 6,1684,1473,fft_100,0.125,0.084271125,0.072232395,0.072232395,0.09029049,0.048154928
